date,day,time
5/23/2022,1072,1.3
5/24/2022,1073,1.84
5/25/2022,1074,1.59
5/26/2022,1075,1.35
5/28/2022,1076,1.49
5/29/2022,1077,1.61
5/30/2022,1078,1.31
5/31/2022,1079,1.68
6/1/2022,1080,1.68
6/2/2022,1081,1.43
6/4/2022,1082,1.56
6/5/2022,1083,1.65
6/6/2022,1084,1.31
6/7/2022,1085,1.45
6/8/2022,1086,1.95
6/9/2022,1087,1.48
6/11/2022,1088,1.36
6/12/2022,1089,1.93
6/13/2022,1090,1.33
6/14/2022,1091,1.48
6/15/2022,1092,1.78
6/16/2022,1093,1.4
6/18/2022,1094,1.56
6/19/2022,1095,1.66
6/20/2022,1096,1.38
6/21/2022,1097,1.47
6/22/2022,1098,1.49
6/23/2022,1099,1.47
6/25/2022,1100,1.27
6/26/2022,1101,1.78
6/27/2022,1102,1.46
6/28/2022,1103,1.37
6/29/2022,1104,1.71
6/30/2022,1105,1.5
7/2/2022,1106,1.33
7/3/2022,1107,1.24
7/4/2022,1108,1.27
7/5/2022,1109,1.55
7/6/2022,1110,1.54
7/7/2022,1111,1.17
7/13/2022,1112,1.09
7/14/2022,1113,1.59
7/16/2022,1114,1.33
7/17/2022,1115,1.69
7/18/2022,1116,1.34
7/19/2022,1117,1.7
7/20/2022,1118,1.47
7/21/2022,1119,1.35
7/23/2022,1120,1.21
7/24/2022,1121,1.79
7/25/2022,1122,1.43
7/26/2022,1123,1.08
7/27/2022,1124,1.52
7/28/2022,1125,1.14
7/30/2022,1126,1.28
7/31/2022,1127,1.58
8/1/2022,1128,1.62
8/2/2022,1129,1.55
8/3/2022,1130,1.61
8/4/2022,1131,1.26
8/6/2022,1132,1.42
8/7/2022,1133,1.85
8/8/2022,1134,1.42
8/9/2022,1135,1.4
8/10/2022,1136,1.65
8/11/2022,1137,1.46
8/13/2022,1138,1.39
8/14/2022,1139,1.85
8/15/2022,1140,1.64
8/16/2022,1141,1.08
8/17/2022,1142,1.87
8/18/2022,1143,1.44
8/20/2022,1144,1.38
8/21/2022,1145,1.63
8/22/2022,1146,1.08
8/23/2022,1147,1.33
8/24/2022,1148,1.66
8/25/2022,1149,1.15
8/27/2022,1150,1.57
8/28/2022,1151,1.61
8/29/2022,1152,1.5
8/30/2022,1153,1.35
8/31/2022,1154,1.51
9/1/2022,1155,1.43
9/3/2022,1156,1.47
9/4/2022,1157,1.45
9/5/2022,1158,1.4
9/6/2022,1159,1.17
9/7/2022,1160,1.53
9/8/2022,1161,1.04
9/10/2022,1162,1.48
9/11/2022,1163,1.87
9/12/2022,1164,1.54
9/13/2022,1165,1.38
9/14/2022,1166,1.53
9/15/2022,1167,1.54
9/17/2022,1168,1.23
9/18/2022,1169,1.46
9/19/2022,1170,1.26
9/20/2022,1171,0.79
9/21/2022,1172,2
9/22/2022,1173,0.5
9/24/2022,1174,1.23
9/25/2022,1175,1.45
9/26/2022,1176,1.49
9/27/2022,1177,1.88
9/29/2022,1178,3.78
10/1/2022,1179,1.41
10/2/2022,1180,0.81
10/3/2022,1181,0.89
10/5/2022,1182,1.2
10/6/2022,1183,0.49
10/8/2022,1184,1.23
10/9/2022,1185,0.89
10/10/2022,1186,0.85
10/11/2022,1187,0.93
10/12/2022,1188,0.46
10/13/2022,1189,3.18
10/15/2022,1190,3.29
10/16/2022,1191,0.94
10/17/2022,1192,0.71
10/18/2022,1193,0.53
10/19/2022,1194,0.79
10/20/2022,1195,0.67
10/22/2022,1196,0.62
10/23/2022,1197,1.27
10/24/2022,1198,0.22
10/25/2022,1199,1.75
10/26/2022,1200,0.3
10/27/2022,1201,0.58
10/29/2022,1202,1.73
10/30/2022,1203,1.59
10/31/2022,1204,1.91
11/1/2022,1205,1.49
11/2/2022,1206,1.3
11/3/2022,1207,1.86
11/5/2022,1208,1.5
11/6/2022,1209,1.82
11/7/2022,1210,1.29
11/8/2022,1211,1.55
11/9/2022,1212,1.2
11/10/2022,1213,1.51
11/12/2022,1214,1.24
11/13/2022,1215,1.51
11/14/2022,1216,1.78
11/15/2022,1217,1.68
11/16/2022,1218,1.18
11/17/2022,1219,1.24
11/19/2022,1220,1.36
11/20/2022,1221,1.52
11/21/2022,1222,1.46
11/22/2022,1223,1.4
11/23/2022,1224,1.47
11/24/2022,1225,1.26
11/26/2022,1226,1.12
11/27/2022,1227,1.47
11/28/2022,1228,1.33
11/29/2022,1229,1.25
11/30/2022,1230,1.46
12/1/2022,1231,1.25
12/3/2022,1232,1.28
12/4/2022,1233,1.37
12/5/2022,1234,1.43
12/6/2022,1235,0.94
12/7/2022,1236,1.69
12/8/2022,1237,1.55
12/10/2022,1238,1.25
12/11/2022,1239,1.2
12/12/2022,1240,1.6
12/13/2022,1241,0.98
12/14/2022,1242,1.54
12/15/2022,1243,1.01
12/17/2022,1244,1.24
12/18/2022,1245,1.32
12/19/2022,1246,1.66
12/20/2022,1247,1.69
12/21/2022,1248,1.46
12/22/2022,1249,1.24
12/24/2022,1250,1.47
12/25/2022,1251,1.62
12/26/2022,1252,1.48
12/27/2022,1253,1.44
12/28/2022,1254,1.59
12/29/2022,1255,1.22
12/31/2022,1256,1.09
1/1/2023,1257,1.47
1/2/2023,1258,1.54
1/3/2023,1259,1.26
1/4/2023,1260,1.55
1/5/2023,1261,1.23
1/7/2023,1262,1.12
1/8/2023,1263,1.09
1/9/2023,1264,1.7
1/10/2023,1265,1.13
1/11/2023,1266,1.41
1/12/2023,1267,0.94
1/14/2023,1268,1.48
1/15/2023,1269,1.33
1/16/2023,1270,1.52
1/17/2023,1271,1.39
1/18/2023,1272,1.49
1/19/2023,1273,1.22
1/21/2023,1274,1.46
1/22/2023,1275,1.38
1/23/2023,1276,1.75
1/24/2023,1277,1.46
1/25/2023,1278,1.57
1/26/2023,1279,1.47
1/28/2023,1280,1.54
1/29/2023,1281,1.56
1/30/2023,1282,1.29
1/31/2023,1283,1.02
2/1/2023,1284,1.14
2/2/2023,1285,0.92
2/4/2023,1286,1.4
2/5/2023,1287,0.99
2/6/2023,1288,1.04
2/7/2023,1289,0.67
2/9/2023,1290,1.33
2/11/2023,1291,1.22
2/12/2023,1292,1.29
2/13/2023,1293,1.35
2/14/2023,1294,1.14
2/15/2023,1295,1.25
2/16/2023,1296,0.94
2/18/2023,1297,1.32
2/19/2023,1298,1.5
2/20/2023,1299,1.68
2/21/2023,1300,1.07
2/22/2023,1301,1.5
2/23/2023,1302,1.13
2/25/2023,1303,1.34
2/26/2023,1304,1.44
2/27/2023,1305,1.89
2/28/2023,1306,1.41
3/1/2023,1307,1.59
3/2/2023,1308,1.28
3/4/2023,1309,1.39
3/5/2023,1310,1.65
3/6/2023,1311,1.45
3/7/2023,1312,1.08
3/8/2023,1313,1.69
3/9/2023,1314,1.16
3/11/2023,1315,1.42
3/12/2023,1316,1.73
3/13/2023,1317,1.7
3/14/2023,1318,1.33
3/15/2023,1319,1.45
3/16/2023,1320,0.93
3/18/2023,1321,1.55
3/19/2023,1322,1.57
3/20/2023,1323,2.04
3/21/2023,1324,1.33
3/22/2023,1325,1.6
3/23/2023,1326,1.25
3/25/2023,1327,1.21
3/26/2023,1328,1.42
3/27/2023,1329,1.49
3/28/2023,1330,0.91
3/29/2023,1331,1.37
3/30/2023,1332,0.89
4/1/2023,1333,1.07
4/2/2023,1334,1.19
4/3/2023,1335,1.29
4/4/2023,1336,1.17
4/5/2023,1337,1.15
4/6/2023,1338,1.19
4/8/2023,1339,1.06
4/9/2023,1340,1.32
4/10/2023,1341,1.32
4/11/2023,1342,1.04
4/12/2023,1343,1.06
4/13/2023,1344,1.04
4/15/2023,1345,1.17
4/16/2023,1346,1.19
4/17/2023,1347,1.42
4/18/2023,1348,1.12
4/19/2023,1349,0.58
4/20/2023,1350,0.77
4/24/2023,1351,1.31
4/25/2023,1352,1.1
4/26/2023,1353,1.42
4/27/2023,1354,1.27
4/29/2023,1355,1.33
4/30/2023,1356,1.72
5/1/2023,1357,1.58
5/2/2023,1358,1.44
5/3/2023,1359,1.65
5/4/2023,1360,1.3
5/6/2023,1361,1.33
5/7/2023,1362,1.76
5/8/2023,1363,1.66
5/9/2023,1364,1.07
5/10/2023,1365,1.25
5/11/2023,1366,1.44
5/13/2023,1367,1.45
5/14/2023,1368,1.62
5/15/2023,1369,1.45
5/16/2023,1370,1.36
5/17/2023,1371,1.53
5/18/2023,1372,1.18
5/20/2023,1373,1.3
5/21/2023,1374,1.71
5/22/2023,1375,1.58
5/23/2023,1376,1.24
5/24/2023,1377,1.52
5/25/2023,1378,1.64
5/27/2023,1379,1.46
5/28/2023,1380,1.61
5/29/2023,1381,1.43
5/30/2023,1382,1.3
5/31/2023,1383,1.58
6/1/2023,1384,1.29
6/3/2023,1385,1.39
6/4/2023,1386,1.79
6/5/2023,1387,1.44
6/6/2023,1388,1.45
6/7/2023,1389,1.6
6/8/2023,1390,1.55
6/10/2023,1391,1.09
6/11/2023,1392,1.85
6/12/2023,1393,1.45
6/13/2023,1394,1.23
6/14/2023,1395,1.35
6/15/2023,1396,1.58
6/17/2023,1397,1.29
6/18/2023,1398,1.56
6/19/2023,1399,1.62
6/20/2023,1400,1.16
6/21/2023,1401,1.47
